"csquares","Ecoregion","EEZ","area_sqkm","long","lat","Depth","Dominant_MSFD"
"1502:391:102:4","Baltic Sea","Estonia",15.9715333627663,21.275,59.075,153.050740356445,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:391:103:3","Baltic Sea","Estonia",15.9715333627663,21.325,59.075,140.482577514648,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:391:103:4","Baltic Sea","Estonia",15.9715333627663,21.375,59.075,140.192169799805,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:391:104:3","Baltic Sea","Estonia",15.9715333627663,21.425,59.075,140.271514282227,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:391:104:4","Baltic Sea","Estonia",15.9715333627663,21.475,59.075,142.673416137695,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:391:205:3","Baltic Sea","Estonia",15.9715333627663,21.525,59.075,139.417224731445,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:391:205:4","Baltic Sea","Estonia",15.9715333627663,21.575,59.075,141.939286499023,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:391:206:3","Baltic Sea","Estonia",15.9715333627663,21.625,59.075,142.327114868164,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:391:206:4","Baltic Sea","Estonia",15.9715333627663,21.675,59.075,151.448647460938,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:391:207:3","Baltic Sea","Estonia",15.9715333627663,21.725,59.075,133.167337646484,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:391:207:4","Baltic Sea","Estonia",15.9715333627663,21.775,59.075,137.26892364502,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:391:208:3","Baltic Sea","Estonia",15.9715333627663,21.825,59.075,124.943981933594,"Circalittoral mud or Circalittoral sand"
"1502:391:208:4","Baltic Sea","Estonia",15.9715333627663,21.875,59.075,70.7668217468262,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:391:209:3","Baltic Sea","Estonia",15.9715333627663,21.925,59.075,66.0580619812012,"Circalittoral mud"
"1502:391:209:4","Baltic Sea","Estonia",15.9715333627663,21.975,59.075,60.1219477844238,"Circalittoral mud"
"1502:392:100:3","Baltic Sea","Estonia",15.9715333627663,22.025,59.075,30.3192009735107,"Circalittoral mud"
"1502:392:100:4","Baltic Sea","Estonia",15.9715333627663,22.075,59.075,21.6783987808228,"Circalittoral mud"
"1502:392:101:3","Baltic Sea","Estonia",15.9715333627663,22.125,59.075,40.207823638916,"Circalittoral mud"
"1502:392:101:4","Baltic Sea","Estonia",15.9715333627663,22.175,59.075,41.2538235473633,"Circalittoral mud"
"1502:392:102:3","Baltic Sea","Estonia",15.9715333627663,22.225,59.075,19.9912203979492,"Infralittoral mixed sediment"
"1502:392:102:4","Baltic Sea","Estonia",15.9715333627663,22.275,59.075,19.363865776062,"Infralittoral mixed sediment"
"1502:392:103:3","Baltic Sea","Estonia",15.9715333627663,22.325,59.075,25.7175238037109,"Circalittoral mud"
"1502:392:103:4","Baltic Sea","Estonia",15.9715333627663,22.375,59.075,30.5951058197021,"Circalittoral mud"
"1502:392:104:3","Baltic Sea","Estonia",15.9715333627663,22.425,59.075,21.6027384185791,"Circalittoral mixed sediment"
"1502:392:104:4","Baltic Sea","Estonia",15.9715333627663,22.475,59.075,23.9299011230469,"Infralittoral mixed sediment"
"1502:392:205:3","Baltic Sea","Estonia",15.9715333627663,22.525,59.075,14.4273745346069,"Infralittoral mixed sediment"
"1502:392:205:4","Baltic Sea","Estonia",15.9715333627663,22.575,59.075,10.5244794273376,"Infralittoral mixed sediment"
"1502:392:207:3","Baltic Sea","Estonia",15.9715333627663,22.725,59.075,7.94480609893799,"Infralittoral mixed sediment"
"1502:392:207:4","Baltic Sea","Estonia",15.9715333627663,22.775,59.075,10.005663356781,"Infralittoral mud"
"1502:392:208:3","Baltic Sea","Estonia",15.9715333627663,22.825,59.075,8.5381702041626,"Infralittoral mixed sediment"
"1502:392:208:4","Baltic Sea","Estonia",15.9715333627663,22.875,59.075,8.30287711143494,"Infralittoral mixed sediment"
"1502:392:209:3","Baltic Sea","Estonia",15.9715333627663,22.925,59.075,11.014494934082,"Infralittoral mixed sediment"
"1502:392:209:4","Baltic Sea","Estonia",15.9715333627663,22.975,59.075,16.6069919776916,"Infralittoral mud"
"1502:393:100:3","Baltic Sea","Estonia",15.9715333627663,23.025,59.075,17.6035163116455,"Infralittoral mud"
"1502:393:100:4","Baltic Sea","Estonia",15.9715333627663,23.075,59.075,12.596148147583,"Infralittoral mud"
"1502:393:101:3","Baltic Sea","Estonia",15.9715333627663,23.125,59.075,5.73462606430054,"Infralittoral mixed sediment"
"1502:393:101:4","Baltic Sea","Estonia",15.9715333627663,23.175,59.075,9.17908729553223,"Infralittoral mixed sediment"
"1502:393:102:3","Baltic Sea","Estonia",15.9715333627663,23.225,59.075,6.49343950271606,"Infralittoral mixed sediment"
"1502:393:102:4","Baltic Sea","Estonia",15.9715333627663,23.275,59.075,6.65434669494629,"Infralittoral mixed sediment"
"1502:393:103:3","Baltic Sea","Estonia",15.9715333627663,23.325,59.075,6.50299695968628,"Infralittoral mixed sediment"
"1502:393:103:4","Baltic Sea","Estonia",15.9715333627663,23.375,59.075,8.39738370895386,"Infralittoral mixed sediment"
"1502:393:104:3","Baltic Sea","Estonia",15.9715333627663,23.425,59.075,4.89707507610321,"Infralittoral mixed sediment"
"1501:497:206:1","Baltic Sea","Sweden",15.9946269231415,17.625,59.025,2.5544859454385e-05,"Circalittoral mud"
"1501:497:207:1","Baltic Sea","Sweden",15.9946269231415,17.725,59.025,10.4154226098742,"Circalittoral mud"
"1501:498:101:1","Baltic Sea","Sweden",15.9946269231415,18.125,59.025,16.0601683859561,"Circalittoral mud"
"1501:498:102:2","Baltic Sea","Sweden",15.9946269231415,18.275,59.025,36.9131793212891,"Circalittoral mud"
"1501:498:103:1","Baltic Sea","Sweden",15.9946269231415,18.325,59.025,28.0303616523743,"Circalittoral mud"
"1501:498:104:2","Baltic Sea","Sweden",15.9946269231415,18.475,59.025,30.4995313739777,"Circalittoral mud"
"1501:498:205:1","Baltic Sea","Sweden",15.9946269231415,18.525,59.025,7.78360297970357,"Circalittoral mixed sediment"
"1501:498:205:2","Baltic Sea","Sweden",15.9946269231415,18.575,59.025,1.85302547093116,"Circalittoral mixed sediment"
"1501:498:206:1","Baltic Sea","Sweden",15.9946269231415,18.625,59.025,28.8036117982864,"Circalittoral mixed sediment"
"1501:498:206:2","Baltic Sea","Sweden",15.9946269231415,18.675,59.025,2.92902998921151,"Circalittoral rock and biogenic reef"
"1501:498:207:1","Baltic Sea","Sweden",15.9946269231415,18.725,59.025,28.8534600448608,"Circalittoral mixed sediment"
"1501:498:207:2","Baltic Sea","Sweden",15.9946269231415,18.775,59.025,18.5069157791138,"Circalittoral rock and biogenic reef"
"1501:498:208:1","Baltic Sea","Sweden",15.9946269231415,18.825,59.025,27.1644766235352,"Circalittoral rock and biogenic reef"
"1501:498:208:2","Baltic Sea","Sweden",15.9946269231415,18.875,59.025,50.3234478759766,"Circalittoral mixed sediment"
"1501:498:209:1","Baltic Sea","Sweden",15.9946269231415,18.925,59.025,50.5008810424805,"Circalittoral mixed sediment"
"1501:498:209:2","Baltic Sea","Sweden",15.9946269231415,18.975,59.025,58.707592010498,"Circalittoral mixed sediment"
"1501:499:100:1","Baltic Sea","Sweden",15.9946269231415,19.025,59.025,58.9850390625,"Circalittoral mixed sediment"
"1501:499:100:2","Baltic Sea","Sweden",15.9946269231415,19.075,59.025,62.2682763671875,"Offshore circalittoral mud"
"1501:499:101:1","Baltic Sea","Sweden",15.9946269231415,19.125,59.025,86.4912167358398,"Circalittoral mud"
"1501:499:101:2","Baltic Sea","Sweden",15.9946269231415,19.175,59.025,81.7364022827148,"Circalittoral mud"
"1501:499:102:1","Baltic Sea","Sweden",15.9946269231415,19.225,59.025,88.7955993652344,"Circalittoral mixed sediment"
"1501:499:102:2","Baltic Sea","Sweden",15.9946269231415,19.275,59.025,81.0878750610352,"Offshore circalittoral mixed sediment"
"1501:499:103:1","Baltic Sea","Sweden",15.9946269231415,19.325,59.025,86.1504440307617,"Offshore circalittoral mixed sediment"
"1501:499:103:2","Baltic Sea","Sweden",15.9946269231415,19.375,59.025,90.339853515625,"Offshore circalittoral mixed sediment"
"1501:499:104:1","Baltic Sea","Sweden",15.9946269231415,19.425,59.025,96.0789221191406,"Offshore circalittoral mixed sediment"
"1501:499:104:2","Baltic Sea","Sweden",15.9946269231415,19.475,59.025,95.4237203979492,"Offshore circalittoral mixed sediment"
"1501:499:205:1","Baltic Sea","Sweden",15.9946269231415,19.525,59.025,96.895188293457,"Offshore circalittoral mixed sediment"
"1501:499:205:2","Baltic Sea","Sweden",15.9946269231415,19.575,59.025,92.6286334228516,"Offshore circalittoral mixed sediment"
"1501:499:206:1","Baltic Sea","Sweden",15.9946269231415,19.625,59.025,91.4441287231445,"Offshore circalittoral mixed sediment"
"1501:499:206:2","Baltic Sea","Sweden",15.9946269231415,19.675,59.025,88.6474493408203,"Offshore circalittoral mixed sediment"
"1501:499:207:1","Baltic Sea","Sweden",15.9946269231415,19.725,59.025,96.9918685913086,"Offshore circalittoral mixed sediment"
"1501:499:207:2","Baltic Sea","Sweden",15.9946269231415,19.775,59.025,91.7229724121094,"Offshore circalittoral mixed sediment"
"1501:499:208:1","Baltic Sea","Sweden",15.9946269231415,19.825,59.025,94.9943487548828,"Offshore circalittoral mud or Offshore circalittoral sand"
"1501:499:208:2","Baltic Sea","Sweden",15.9946269231415,19.875,59.025,100.724452514648,"Offshore circalittoral mud or Offshore circalittoral sand"
"1501:499:209:1","Baltic Sea","Sweden",15.9946269231415,19.925,59.025,95.863190612793,"Offshore circalittoral mud or Offshore circalittoral sand"
"1501:499:209:2","Baltic Sea","Sweden",15.9946269231415,19.975,59.025,115.108150024414,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:390:100:1","Baltic Sea","Sweden",15.9946269231415,20.025,59.025,117.832529602051,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:390:100:2","Baltic Sea","Sweden",15.9946269231415,20.075,59.025,114.795712585449,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:390:101:1","Baltic Sea","Sweden",15.9946269231415,20.125,59.025,127.089226989746,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:390:101:2","Baltic Sea","Sweden",15.9946269231415,20.175,59.025,130.913756408691,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:390:102:1","Baltic Sea","Sweden",15.9946269231415,20.225,59.025,130.15245300293,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:390:102:2","Baltic Sea","Sweden",15.9946269231415,20.275,59.025,129.024985656738,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:390:103:1","Baltic Sea","Sweden",15.9946269231415,20.325,59.025,120.597724304199,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:390:103:2","Baltic Sea","Finland",15.9946269231415,20.375,59.025,121.852060852051,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:390:104:1","Baltic Sea","Finland",15.9946269231415,20.425,59.025,129.536584472656,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:390:104:2","Baltic Sea","Finland",15.9946269231415,20.475,59.025,131.954389038086,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:390:205:1","Baltic Sea","Finland",15.9946269231415,20.525,59.025,133.088677062988,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:390:205:2","Baltic Sea","Finland",15.9946269231415,20.575,59.025,136.213056030273,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:390:206:1","Baltic Sea","Finland",15.9946269231415,20.625,59.025,138.549279174805,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:390:206:2","Baltic Sea","Finland",15.9946269231415,20.675,59.025,143.122040405273,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:390:207:1","Baltic Sea","Finland",15.9946269231415,20.725,59.025,148.852983398438,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:390:207:2","Baltic Sea","Estonia",15.9946269231415,20.775,59.025,141.336654663086,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:390:208:1","Baltic Sea","Estonia",15.9946269231415,20.825,59.025,136.254274291992,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:390:208:2","Baltic Sea","Estonia",15.9946269231415,20.875,59.025,132.280598754883,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:390:209:1","Baltic Sea","Estonia",15.9946269231415,20.925,59.025,132.218771057129,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:390:209:2","Baltic Sea","Estonia",15.9946269231415,20.975,59.025,131.833056640625,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:391:100:1","Baltic Sea","Estonia",15.9946269231415,21.025,59.025,137.428179321289,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:391:100:2","Baltic Sea","Estonia",15.9946269231415,21.075,59.025,169.070514526367,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:391:101:1","Baltic Sea","Estonia",15.9946269231415,21.125,59.025,190.014043579102,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:391:101:2","Baltic Sea","Estonia",15.9946269231415,21.175,59.025,154.512926025391,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:391:102:1","Baltic Sea","Estonia",15.9946269231415,21.225,59.025,144.074981994629,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:391:102:2","Baltic Sea","Estonia",15.9946269231415,21.275,59.025,182.207846679687,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:391:103:1","Baltic Sea","Estonia",15.9946269231415,21.325,59.025,165.089772949219,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:391:103:2","Baltic Sea","Estonia",15.9946269231415,21.375,59.025,157.320447387695,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:391:104:1","Baltic Sea","Estonia",15.9946269231415,21.425,59.025,111.218925476074,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:391:104:2","Baltic Sea","Estonia",15.9946269231415,21.475,59.025,115.154871520996,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:391:205:1","Baltic Sea","Estonia",15.9946269231415,21.525,59.025,135.373550109863,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:391:205:2","Baltic Sea","Estonia",15.9946269231415,21.575,59.025,142.043219909668,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:391:206:1","Baltic Sea","Estonia",15.9946269231415,21.625,59.025,67.8901844787598,"Circalittoral mud or Circalittoral sand"
"1502:391:206:2","Baltic Sea","Estonia",15.9946269231415,21.675,59.025,99.7608154296875,"Circalittoral mud or Circalittoral sand"
"1502:391:207:1","Baltic Sea","Estonia",15.9946269231415,21.725,59.025,126.137752075195,"Circalittoral mixed sediment"
"1502:391:207:2","Baltic Sea","Estonia",15.9946269231415,21.775,59.025,86.3735665893555,"Circalittoral mixed sediment"
"1502:391:208:1","Baltic Sea","Estonia",15.9946269231415,21.825,59.025,79.1656945800781,"Circalittoral mud"
"1502:391:208:2","Baltic Sea","Estonia",15.9946269231415,21.875,59.025,60.2029414367676,"Circalittoral rock and biogenic reef"
"1502:391:209:1","Baltic Sea","Estonia",15.9946269231415,21.925,59.025,51.1556655883789,"Circalittoral mud"
"1502:391:209:2","Baltic Sea","Estonia",15.9946269231415,21.975,59.025,33.4650521087647,"Circalittoral mud"
"1502:392:100:1","Baltic Sea","Estonia",15.9946269231415,22.025,59.025,25.0835919952393,"Circalittoral mud"
"1502:392:100:2","Baltic Sea","Estonia",15.9946269231415,22.075,59.025,18.6320697784424,"Infralittoral mixed sediment"
"1502:392:101:1","Baltic Sea","Estonia",15.9946269231415,22.125,59.025,18.484047203064,"Infralittoral mixed sediment"
"1502:392:101:2","Baltic Sea","Estonia",15.9946269231415,22.175,59.025,27.5417251586914,"Infralittoral mixed sediment"
"1502:392:102:1","Baltic Sea","Estonia",15.9946269231415,22.225,59.025,14.6255202102661,"Infralittoral mixed sediment"
"1502:392:102:2","Baltic Sea","Estonia",15.9946269231415,22.275,59.025,6.01885366439819,"Infralittoral mixed sediment"
"1502:392:103:1","Baltic Sea","Estonia",15.9946269231415,22.325,59.025,8.35211883544922,"Infralittoral mixed sediment"
"1502:392:103:2","Baltic Sea","Estonia",15.9946269231415,22.375,59.025,16.4484104537964,"Infralittoral mixed sediment"
"1502:392:104:1","Baltic Sea","Estonia",15.9946269231415,22.425,59.025,15.4990654754639,"Infralittoral mixed sediment"
"1502:392:104:2","Baltic Sea","Estonia",15.9946269231415,22.475,59.025,7.48343567371368,"Infralittoral mixed sediment"
"1502:392:205:1","Baltic Sea","Estonia",15.9946269231415,22.525,59.025,7.27539754867554,"Infralittoral mixed sediment"
"1502:392:207:1","Baltic Sea","Estonia",15.9946269231415,22.725,59.025,5.09401591300964,"Infralittoral mixed sediment"
"1502:392:207:2","Baltic Sea","Estonia",15.9946269231415,22.775,59.025,7.2556231880188,"Infralittoral mixed sediment"
"1502:392:208:1","Baltic Sea","Estonia",15.9946269231415,22.825,59.025,9.69536144256592,"Infralittoral mixed sediment"
"1502:392:208:2","Baltic Sea","Estonia",15.9946269231415,22.875,59.025,10.5904948425293,"Infralittoral mixed sediment"
"1502:392:209:1","Baltic Sea","Estonia",15.9946269231415,22.925,59.025,6.8479601764679,"Infralittoral mixed sediment"
"1502:392:209:2","Baltic Sea","Estonia",15.9946269231415,22.975,59.025,8.33804618835449,"Infralittoral mud"
"1502:393:100:1","Baltic Sea","Estonia",15.9946269231415,23.025,59.025,12.5008462142944,"Infralittoral mud"
"1502:393:100:2","Baltic Sea","Estonia",15.9946269231415,23.075,59.025,13.3332546615601,"Infralittoral mud"
"1502:393:101:1","Baltic Sea","Estonia",15.9946269231415,23.125,59.025,6.31742958068848,"Infralittoral mixed sediment"
"1502:393:103:2","Baltic Sea","Estonia",15.9946269231415,23.375,59.025,4.8295475101471,"Infralittoral mixed sediment"
"1501:487:497:3","Baltic Sea","Sweden",16.0177076694107,17.725,58.975,16.2912371969223,"Circalittoral mud"
"1501:488:391:4","Baltic Sea","Sweden",16.0177076694107,18.175,58.975,2.42628066848329,"Circalittoral rock and biogenic reef"
"1501:488:392:3","Baltic Sea","Sweden",16.0177076694107,18.225,58.975,38.2766694641113,"Circalittoral mud"
"1501:488:392:4","Baltic Sea","Sweden",16.0177076694107,18.275,58.975,29.3406131744385,"Circalittoral mud"
"1501:488:393:3","Baltic Sea","Sweden",16.0177076694107,18.325,58.975,13.7873289074217,"Circalittoral mud"
"1501:488:394:3","Baltic Sea","Sweden",16.0177076694107,18.425,58.975,16.1180361127076,"Circalittoral rock and biogenic reef"
"1501:488:495:3","Baltic Sea","Sweden",16.0177076694107,18.525,58.975,13.4676964183378,"Circalittoral mud"
"1501:488:495:4","Baltic Sea","Sweden",16.0177076694107,18.575,58.975,12.5401960730553,"Circalittoral rock and biogenic reef"
"1501:488:496:3","Baltic Sea","Sweden",16.0177076694107,18.625,58.975,17.2617038577795,"Circalittoral rock and biogenic reef"
"1501:488:496:4","Baltic Sea","Sweden",16.0177076694107,18.675,58.975,35.9540831756592,"Circalittoral mixed sediment"
"1501:488:497:3","Baltic Sea","Sweden",16.0177076694107,18.725,58.975,38.088671875,"Circalittoral mixed sediment"
"1501:488:497:4","Baltic Sea","Sweden",16.0177076694107,18.775,58.975,55.4984422302246,"Circalittoral mixed sediment"
"1501:488:498:3","Baltic Sea","Sweden",16.0177076694107,18.825,58.975,61.8797003173828,"Circalittoral mixed sediment"
"1501:488:498:4","Baltic Sea","Sweden",16.0177076694107,18.875,58.975,65.6100856018066,"Circalittoral mixed sediment"
"1501:488:499:3","Baltic Sea","Sweden",16.0177076694107,18.925,58.975,65.4723748779297,"Circalittoral mixed sediment"
"1501:488:499:4","Baltic Sea","Sweden",16.0177076694107,18.975,58.975,63.4715983581543,"Circalittoral mixed sediment"
"1501:489:390:3","Baltic Sea","Sweden",16.0177076694107,19.025,58.975,69.1988690185547,"Circalittoral mixed sediment"
"1501:489:390:4","Baltic Sea","Sweden",16.0177076694107,19.075,58.975,104.090646057129,"Offshore circalittoral mud"
"1501:489:391:3","Baltic Sea","Sweden",16.0177076694107,19.125,58.975,122.986362915039,"Offshore circalittoral mud"
"1501:489:391:4","Baltic Sea","Sweden",16.0177076694107,19.175,58.975,98.5769064331055,"Offshore circalittoral mud"
"1501:489:392:3","Baltic Sea","Sweden",16.0177076694107,19.225,58.975,99.5551596069336,"Offshore circalittoral mud"
"1501:489:392:4","Baltic Sea","Sweden",16.0177076694107,19.275,58.975,97.6403875732422,"Offshore circalittoral mud"
"1501:489:393:3","Baltic Sea","Sweden",16.0177076694107,19.325,58.975,98.9929821777344,"Offshore circalittoral mixed sediment"
"1501:489:393:4","Baltic Sea","Sweden",16.0177076694107,19.375,58.975,103.216473693848,"Offshore circalittoral mixed sediment"
"1501:489:394:3","Baltic Sea","Sweden",16.0177076694107,19.425,58.975,110.46358215332,"Offshore circalittoral mixed sediment"
"1501:489:394:4","Baltic Sea","Sweden",16.0177076694107,19.475,58.975,96.488717956543,"Offshore circalittoral mixed sediment"
"1501:489:495:3","Baltic Sea","Sweden",16.0177076694107,19.525,58.975,97.3244317626953,"Offshore circalittoral mixed sediment"
"1501:489:495:4","Baltic Sea","Sweden",16.0177076694107,19.575,58.975,104.282443237305,"Offshore circalittoral mixed sediment"
"1501:489:496:3","Baltic Sea","Sweden",16.0177076694107,19.625,58.975,102.176058654785,"Offshore circalittoral mud or Offshore circalittoral sand"
"1501:489:496:4","Baltic Sea","Sweden",16.0177076694107,19.675,58.975,99.7762268066406,"Offshore circalittoral mud or Offshore circalittoral sand"
"1501:489:497:3","Baltic Sea","Sweden",16.0177076694107,19.725,58.975,104.697730712891,"Offshore circalittoral mixed sediment"
"1501:489:497:4","Baltic Sea","Sweden",16.0177076694107,19.775,58.975,97.9063421630859,"Offshore circalittoral mixed sediment"
"1501:489:498:3","Baltic Sea","Sweden",16.0177076694107,19.825,58.975,82.0553735351562,"Offshore circalittoral mixed sediment"
"1501:489:498:4","Baltic Sea","Sweden",16.0177076694107,19.875,58.975,90.6308071899414,"Offshore circalittoral mud or Offshore circalittoral sand"
"1501:489:499:3","Baltic Sea","Sweden",16.0177076694107,19.925,58.975,131.778394775391,"Offshore circalittoral mud or Offshore circalittoral sand"
"1501:489:499:4","Baltic Sea","Sweden",16.0177076694107,19.975,58.975,151.808068237305,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:380:390:3","Baltic Sea","Sweden",16.0177076694107,20.025,58.975,142.607376098633,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:380:390:4","Baltic Sea","Sweden",16.0177076694107,20.075,58.975,125.426257324219,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:380:391:3","Baltic Sea","Sweden",16.0177076694107,20.125,58.975,133.773415222168,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:380:391:4","Baltic Sea","Sweden",16.0177076694107,20.175,58.975,137.079057006836,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:380:392:3","Baltic Sea","Sweden",16.0177076694107,20.225,58.975,137.270634155273,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:380:392:4","Baltic Sea","Sweden",16.0177076694107,20.275,58.975,140.859533691406,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:380:393:3","Baltic Sea","Sweden",16.0177076694107,20.325,58.975,140.286370849609,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:380:393:4","Baltic Sea","Finland",16.0177076694107,20.375,58.975,135.193178710938,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:380:394:3","Baltic Sea","Finland",16.0177076694107,20.425,58.975,141.742138061523,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:380:394:4","Baltic Sea","Finland",16.0177076694107,20.475,58.975,145.838313598633,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:380:495:3","Baltic Sea","Finland",16.0177076694107,20.525,58.975,146.323614501953,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:380:495:4","Baltic Sea","Finland",16.0177076694107,20.575,58.975,151.070252685547,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:380:496:3","Baltic Sea","Finland",16.0177076694107,20.625,58.975,151.159982910156,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:380:496:4","Baltic Sea","Estonia",16.0177076694107,20.675,58.975,155.36129699707,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:380:497:3","Baltic Sea","Estonia",16.0177076694107,20.725,58.975,159.576588745117,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:380:497:4","Baltic Sea","Estonia",16.0177076694107,20.775,58.975,147.64648223877,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:380:498:3","Baltic Sea","Estonia",16.0177076694107,20.825,58.975,150.375110473633,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:380:498:4","Baltic Sea","Estonia",16.0177076694107,20.875,58.975,118.520377502441,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:380:499:3","Baltic Sea","Estonia",16.0177076694107,20.925,58.975,131.58532409668,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:380:499:4","Baltic Sea","Estonia",16.0177076694107,20.975,58.975,146.278695678711,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:381:390:3","Baltic Sea","Estonia",16.0177076694107,21.025,58.975,140.542377624512,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:381:390:4","Baltic Sea","Estonia",16.0177076694107,21.075,58.975,152.176318969727,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:381:391:3","Baltic Sea","Estonia",16.0177076694107,21.125,58.975,132.922465820313,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:381:391:4","Baltic Sea","Estonia",16.0177076694107,21.175,58.975,138.055428771973,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:381:392:3","Baltic Sea","Estonia",16.0177076694107,21.225,58.975,170.069096679688,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:381:392:4","Baltic Sea","Estonia",16.0177076694107,21.275,58.975,151.738563232422,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:381:393:3","Baltic Sea","Estonia",16.0177076694107,21.325,58.975,115.698011779785,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:381:393:4","Baltic Sea","Estonia",16.0177076694107,21.375,58.975,119.949504394531,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:381:394:3","Baltic Sea","Estonia",16.0177076694107,21.425,58.975,120.159923706055,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:381:394:4","Baltic Sea","Estonia",16.0177076694107,21.475,58.975,102.706712341309,"Offshore circalittoral mixed sediment"
"1502:381:495:3","Baltic Sea","Estonia",16.0177076694107,21.525,58.975,105.523486328125,"Offshore circalittoral mud or Offshore circalittoral sand"
"1502:381:495:4","Baltic Sea","Estonia",16.0177076694107,21.575,58.975,104.388621520996,"Circalittoral mud or Circalittoral sand"
"1502:381:496:3","Baltic Sea","Estonia",16.0177076694107,21.625,58.975,53.7057217407227,"Circalittoral mud or Circalittoral sand"
"1502:381:496:4","Baltic Sea","Estonia",16.0177076694107,21.675,58.975,60.9204699707031,"Circalittoral mud or Circalittoral sand"
"1502:381:497:3","Baltic Sea","Estonia",16.0177076694107,21.725,58.975,60.1996083068848,"Circalittoral mud or Circalittoral sand"
"1502:381:497:4","Baltic Sea","Estonia",16.0177076694107,21.775,58.975,51.6233041381836,"Circalittoral mud"
"1502:381:498:3","Baltic Sea","Estonia",16.0177076694107,21.825,58.975,76.7324105834961,"Circalittoral mud"
